company_name,framework,indicator_name,indicator_value,sasb_materiality,region,sector,environment,social,governance,timestamp,data_source
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to transition risks.,0.5651086516371466,0,"Australia,New Zealand",Mining,0,1,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.3780456503690063,0,"Australia,New Zealand",Mining,1,0,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.26698911443514917,0,"Australia,New Zealand",Mining,0,1,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.26534219165910156,1,"Australia,New Zealand",Mining,1,0,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.17629562434296575,1,"Australia,New Zealand",Mining,1,0,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.21838683979047996,0,"Australia,New Zealand",Mining,1,0,0,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.11556361824254407,0,"Australia,New Zealand",Mining,0,0,1,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to contagion risks.,0.3518782365569276,1,"Australia,New Zealand",Mining,0,0,1,"2007/07/07, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Increased pricing of GHG emissions,0.3203162015487278,1,"Australia,New Zealand",Mining,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Enhanced emissions-reporting obligations,0.31251468417522943,1,"Australia,New Zealand",Mining,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Costs to transition to lower emissions technology,0.12134265548087139,0,"Australia,New Zealand",Mining,1,0,1,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Uncertainty in market signals,0.2954356524790864,1,"Australia,New Zealand",Mining,0,1,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Increased stakeholder concern or negative stakeholder feedback,0.16428897251338684,1,"Australia,New Zealand",Mining,0,1,1,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Increased severity of extreme weather events such as cyclones and floods,0.11130322007812732,1,"Australia,New Zealand",Mining,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,TCFD,Rising mean temperatures,0.25631698368439587,0,"Australia,New Zealand",Mining,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Policy changes,0.2176952902130862,1,"Australia,New Zealand",Mining,0,1,1,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Technological innovation,0.2755800745867892,1,"Australia,New Zealand",Mining,0,0,1,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Social adaptation,0.03843325056721189,0,"Australia,New Zealand",Mining,0,1,0,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Changing climate conditions,0.3337018678172698,1,"Australia,New Zealand",Mining,1,0,0,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Extreme weather events,0.44947213968976885,1,"Australia,New Zealand",Mining,1,0,0,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Stakeholder litigation risks,0.1919815834375041,0,"Australia,New Zealand",Mining,0,1,1,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 2 - TNFD TCFD APRA_CPG_229,APRA_CPG_229,Regulatory enforcement risks,0.1752531764602439,0,"Australia,New Zealand",Mining,0,0,1,"2010/10/10, 00:00:00",Synthetic data for Top Company 2 - TNFD TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Increased pricing of GHG emissions,0.004505523575493109,0,"Japan,New Zealand",Education,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Enhanced emissions-reporting obligations,0.19328908637585984,0,"Japan,New Zealand",Education,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Costs to transition to lower emissions technology,0.0,0,"Japan,New Zealand",Education,1,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Uncertainty in market signals,0.09775922512074867,1,"Japan,New Zealand",Education,0,1,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Increased stakeholder concern or negative stakeholder feedback,0.09259105954076632,0,"Japan,New Zealand",Education,0,1,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Increased severity of extreme weather events such as cyclones and floods,0.0,1,"Japan,New Zealand",Education,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,TCFD,Rising mean temperatures,0.26511942813971906,1,"Japan,New Zealand",Education,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Policy changes,0.2473770580019554,0,"Japan,New Zealand",Education,0,1,1,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Technological innovation,0.05764695842413564,0,"Japan,New Zealand",Education,0,0,1,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Social adaptation,0.21707493352818874,1,"Japan,New Zealand",Education,0,1,0,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Changing climate conditions,0.13079335918221718,1,"Japan,New Zealand",Education,1,0,0,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Extreme weather events,0.15873541171721078,0,"Japan,New Zealand",Education,1,0,0,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Stakeholder litigation risks,0.17850476676161758,0,"Japan,New Zealand",Education,0,1,1,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 3 - TCFD APRA_CPG_229,APRA_CPG_229,Regulatory enforcement risks,0.19081599890696763,1,"Japan,New Zealand",Education,0,0,1,"2008/08/08, 00:00:00",Synthetic data for Top Company 3 - TCFD APRA_CPG_229
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to Regulatory,0.30077493521088716,0,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to Technological,0.1176983582986211,1,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to Market,0.22376469783967187,0,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to legal or reputational risks,0.29649877251051393,0,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to acute physical risks,0.5745419458780906,0,"US,Australia,Japan,China",Energy,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.07362697085043923,0,"US,Australia,Japan,China",Energy,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,Internal carbon price risks,0.3608221536927204,1,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 4 - IFRS,IFRS,Remuneration risks,0.2908649218520999,1,"US,Australia,Japan,China",Energy,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Top Company 4 - IFRS
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to Regulatory,0.11001457586857638,0,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to Technological,0.4379438647509243,1,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to Market,0.0,1,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to legal or reputational risks,0.3334178252241339,1,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to acute physical risks,0.08876693468657507,1,New Zealand,Construction,1,0,0,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.315781397399566,1,New Zealand,Construction,1,0,0,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,Internal carbon price risks,0.3168945854800499,0,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,IFRS,Remuneration risks,0.19275691459320476,0,New Zealand,Construction,0,0,1,"2011/11/11, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and total annual revenue exposed to transition risks,0.4175821307749289,1,New Zealand,Construction,0,1,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and value of assets exposed to transition risks.,0.21205198632171496,1,New Zealand,Construction,0,1,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.34819155774161215,0,New Zealand,Construction,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.549712872343546,0,New Zealand,Construction,0,1,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.038253449658504995,0,New Zealand,Construction,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.22379158810737024,1,New Zealand,Construction,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.0,1,New Zealand,Construction,1,0,0,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.10049735316259148,1,New Zealand,Construction,0,0,1,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Top Company 5 - IFRS TNFD,TNFD,Proportion and value of assets exposed to contagion risks.,0.3287099709511928,1,New Zealand,Construction,0,0,1,"2002/02/02, 00:00:00",Synthetic data for Top Company 5 - IFRS TNFD
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Policy changes,0.5467256375022038,1,"US,Australia",Mining,0,1,1,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Technological innovation,0.6057184253677277,1,"US,Australia",Mining,0,0,1,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Social adaptation,0.555731107089978,0,"US,Australia",Mining,0,1,0,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Changing climate conditions,0.4747329496799078,0,"US,Australia",Mining,1,0,0,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Extreme weather events,0.2470515928869848,0,"US,Australia",Mining,1,0,0,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Stakeholder litigation risks,0.41009151712342723,1,"US,Australia",Mining,0,1,1,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 1 - APRA_CPG_229,APRA_CPG_229,Regulatory enforcement risks,0.5760103262612108,1,"US,Australia",Mining,0,0,1,"2005/05/05, 00:00:00",Synthetic data for Mid Company 1 - APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Increased pricing of GHG emissions,0.36588757541990546,0,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Enhanced emissions-reporting obligations,0.4631356081797242,0,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Costs to transition to lower emissions technology,0.47575305457317935,1,"Japan,New Zealand,Australia,China",Legal,1,0,1,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Uncertainty in market signals,0.533922589956881,0,"Japan,New Zealand,Australia,China",Legal,0,1,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Increased stakeholder concern or negative stakeholder feedback,0.49472870522183016,1,"Japan,New Zealand,Australia,China",Legal,0,1,1,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Increased severity of extreme weather events such as cyclones and floods,0.2725118591175472,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TCFD,Rising mean temperatures,0.5176296140932705,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and total annual revenue exposed to transition risks,0.47202641699873005,1,"Japan,New Zealand,Australia,China",Legal,0,1,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to transition risks.,0.4440983006974484,1,"Japan,New Zealand,Australia,China",Legal,0,1,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.3349179400768193,0,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.6087659344908424,0,"Japan,New Zealand,Australia,China",Legal,0,1,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.5277782387353454,0,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.25864862045966713,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.4737022843469514,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.5924443849600931,0,"Japan,New Zealand,Australia,China",Legal,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,TNFD,Proportion and value of assets exposed to contagion risks.,0.58078433957977,1,"Japan,New Zealand,Australia,China",Legal,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Policy changes,0.35210754063294136,1,"Japan,New Zealand,Australia,China",Legal,0,1,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Technological innovation,0.47870374402725147,0,"Japan,New Zealand,Australia,China",Legal,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Social adaptation,0.5019705074974212,0,"Japan,New Zealand,Australia,China",Legal,0,1,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Changing climate conditions,0.4981506084846934,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Extreme weather events,0.6153991599262282,1,"Japan,New Zealand,Australia,China",Legal,1,0,0,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Stakeholder litigation risks,0.4782838249657925,0,"Japan,New Zealand,Australia,China",Legal,0,1,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 2 - TCFD TNFD APRA_CPG_229,APRA_CPG_229,Regulatory enforcement risks,0.5539456828230366,0,"Japan,New Zealand,Australia,China",Legal,0,0,1,"2004/04/04, 00:00:00",Synthetic data for Mid Company 2 - TCFD TNFD APRA_CPG_229
Mid Company 3 - TNFD,TNFD,Proportion and total annual revenue exposed to transition risks,0.6045564901454125,0,"Australia,US","Agriculture,Mining,Retail",0,1,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and value of assets exposed to transition risks.,0.5918896541024321,0,"Australia,US","Agriculture,Mining,Retail",0,1,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.4824608084077284,0,"Australia,US","Agriculture,Mining,Retail",1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.815695479506934,1,"Australia,US","Agriculture,Mining,Retail",0,1,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.5231069124605224,0,"Australia,US","Agriculture,Mining,Retail",1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.6764688547263963,1,"Australia,US","Agriculture,Mining,Retail",1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.39583151601011524,0,"Australia,US","Agriculture,Mining,Retail",1,0,0,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.4754606258773696,0,"Australia,US","Agriculture,Mining,Retail",0,0,1,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 3 - TNFD,TNFD,Proportion and value of assets exposed to contagion risks.,0.3123199576071465,0,"Australia,US","Agriculture,Mining,Retail",0,0,1,"2009/09/09, 00:00:00",Synthetic data for Mid Company 3 - TNFD
Mid Company 4 - TCFD APRA_CPG_229 TNFD,TCFD,Increased pricing of GHG emissions,0.5865411819208141,0,"New Zealand,Australia,US","Legal,Energy,Construction,Health,Retail",1,0,0,"2010/10/10, 00:00:00",Synthetic data for Mid Company 4 - TCFD APRA_CPG_229 TNFD
Mid Company 4 - TCFD APRA_CPG_229 TNFD,TCFD,Enhanced emissions-reporting obligations,0.523036863901593,0,"New Zealand,Australia,US","Legal,Energy,Construction,Health,Retail",1,0,0,"2010/10/10, 00:00:00",Synthetic data for Mid Company 4 - TCFD APRA_CPG_229 TNFD
Mid Company 4 - TCFD APRA_CPG_229 TNFD,TCFD,Costs to transition to lower emissions technology,0.34853486506824083,1,"New Zealand,Australia,US","Legal,Energy,Construction,Health,Retail",1,0,1,"2010/10/10, 00:00:00",Synthetic data for Mid Company 4 - TCFD APRA_CPG_229 TNFD
