company_name,framework,indicator_name,indicator_value,sasb_materiality,region,sector,environment,social,governance,timestamp,data_source
Top Company 1,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.2602601906483505,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2019/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.21616692698312273,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2020/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.029169188694533027,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2021/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.1175672661077099,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2022/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,The amount and percentage of assets or business activities vulnerable to chronic physical risks,0.08565939061796946,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2023/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Internal carbon price risks,0.34738664166093436,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Internal carbon price risks,0.4119112305063502,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Internal carbon price risks,0.11281929709831073,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Internal carbon price risks,0.20112660573071556,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Internal carbon price risks,0.34943530314122356,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2023/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Remuneration risks,0.318915535562444,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Remuneration risks,0.046393736331667934,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Remuneration risks,0.14502037875156576,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Remuneration risks,0.17592613504961896,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,IFRS,Remuneration risks,0.3004368642911673,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Policy changes,0.22168585398480486,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Policy changes,0.31122071008171615,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Policy changes,0.3206754491953929,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Policy changes,0.39799960519993943,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Policy changes,0.26208477797257307,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Technological innovation,0.18349932327730795,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Technological innovation,0.014791711817259467,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Technological innovation,0.06742089457738895,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Technological innovation,0.2975412882688903,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Technological innovation,0.16086169356047791,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Social adaptation,0.2890363230819435,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,0,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Social adaptation,0.17027670084258653,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,0,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Social adaptation,0.35334955718578387,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,0,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Social adaptation,0.22246914522204037,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,0,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Social adaptation,0.5379839337946841,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,0,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Changing climate conditions,0.02394271744815077,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Changing climate conditions,0.3462589818832165,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Changing climate conditions,0.061116664661615,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Changing climate conditions,0.20769230478252507,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Changing climate conditions,0.4005224402963198,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Extreme weather events,0.37871486048990083,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Extreme weather events,0.29500888039329737,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Extreme weather events,0.4763904828064558,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Extreme weather events,0.06815817372476093,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Extreme weather events,0.16014160306873484,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",1,0,0,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Stakeholder litigation risks,0.3119543065328758,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Stakeholder litigation risks,0.10920254150642633,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Stakeholder litigation risks,0.1417635364461805,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Stakeholder litigation risks,0.34294034213634084,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Stakeholder litigation risks,0.41589673623257845,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,1,1,2023/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Regulatory enforcement risks,0.06547836490689993,0,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2019/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Regulatory enforcement risks,0.29716918441570006,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2020/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Regulatory enforcement risks,0.16333053315532042,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2021/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Regulatory enforcement risks,0.08858914882713229,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2022/01/01,Synthetic data for Top Company 1
Top Company 1,APRA_CPG_229,Regulatory enforcement risks,0.07604927819706594,1,"US,New Zealand,Australia","Agriculture,Construction,Hospitality,Retail,Energy",0,0,1,2023/01/01,Synthetic data for Top Company 1
Top Company 2,TNFD,Proportion and total annual revenue exposed to transition risks,0.17365488547231794,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to transition risks,0.2158937034925354,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to transition risks,0.2152965307252308,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to transition risks,0.3524873183489421,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to transition risks,0.5010444973823418,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to transition risks.,0.04222622994666844,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to transition risks.,0.46951698011903364,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to transition risks.,0.19762978997622824,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to transition risks.,0.2421155757197982,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to transition risks.,0.0,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.43832726676257083,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.2495473134393699,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.17506182957265382,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.3548803599772597,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks due to technological changes.,0.16639604338949943,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.294401499310398,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.10863385086863733,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.2684106661596841,1,"US,China","Manufacturing,Energy,Retail",0,1,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.06059398005500763,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue affected by negative stakeholder feedback.,0.03535689124945726,0,"US,China","Manufacturing,Energy,Retail",0,1,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.061382642254775965,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.10890786606370462,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.17547904075507573,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.45345223933184775,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and total annual revenue exposed to acute physical risks.,0.4383221342598319,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.348597518592155,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.16110707237307345,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.2971048494671293,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.44114804192454815,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to chronic physical risks.,0.0,1,"US,China","Manufacturing,Energy,Retail",1,0,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.2849187942679803,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.1982893724558649,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.3504549753345313,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.42447073419409326,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to risks of ecosystem collapse.,0.46829960973400964,0,"US,China","Manufacturing,Energy,Retail",1,0,0,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.38983125101965,0,"US,China","Manufacturing,Energy,Retail",0,0,1,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.34344058330321603,0,"US,China","Manufacturing,Energy,Retail",0,0,1,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.4732842375901746,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.4670164908070108,0,"US,China","Manufacturing,Energy,Retail",0,0,1,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Cumulative risk exposure due to aggregated minor risk events.,0.22579055181140884,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2023/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to contagion risks.,0.02321371463761071,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2019/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to contagion risks.,0.20152600571046547,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2020/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to contagion risks.,0.025347291105894815,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2021/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to contagion risks.,0.2408088255576674,0,"US,China","Manufacturing,Energy,Retail",0,0,1,2022/01/01,Synthetic data for Top Company 2
Top Company 2,TNFD,Proportion and value of assets exposed to contagion risks.,0.36386294193337954,1,"US,China","Manufacturing,Energy,Retail",0,0,1,2023/01/01,Synthetic data for Top Company 2
Top Company 3,APRA_CPG_229,Policy changes,0.0,0,"Japan,US","Education,Agriculture,Retail",0,1,1,2019/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Policy changes,0.22674771222462906,1,"Japan,US","Education,Agriculture,Retail",0,1,1,2020/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Policy changes,0.4517716855944043,1,"Japan,US","Education,Agriculture,Retail",0,1,1,2021/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Policy changes,0.3605217607902387,0,"Japan,US","Education,Agriculture,Retail",0,1,1,2022/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Policy changes,0.39237758645129794,0,"Japan,US","Education,Agriculture,Retail",0,1,1,2023/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Technological innovation,0.09070895450414157,0,"Japan,US","Education,Agriculture,Retail",0,0,1,2019/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Technological innovation,0.27890506737544035,1,"Japan,US","Education,Agriculture,Retail",0,0,1,2020/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Technological innovation,0.29912595878040443,1,"Japan,US","Education,Agriculture,Retail",0,0,1,2021/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Technological innovation,0.29715466781575905,1,"Japan,US","Education,Agriculture,Retail",0,0,1,2022/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Technological innovation,0.0110221546109035,1,"Japan,US","Education,Agriculture,Retail",0,0,1,2023/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Social adaptation,0.2681390153844779,1,"Japan,US","Education,Agriculture,Retail",0,1,0,2019/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Social adaptation,0.06172537831483252,1,"Japan,US","Education,Agriculture,Retail",0,1,0,2020/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Social adaptation,0.090240565363921,1,"Japan,US","Education,Agriculture,Retail",0,1,0,2021/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Social adaptation,0.2620613100650234,0,"Japan,US","Education,Agriculture,Retail",0,1,0,2022/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Social adaptation,0.3985439862756228,1,"Japan,US","Education,Agriculture,Retail",0,1,0,2023/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Changing climate conditions,0.07939879096690952,0,"Japan,US","Education,Agriculture,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Changing climate conditions,0.4811670940839885,1,"Japan,US","Education,Agriculture,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Changing climate conditions,0.21200336404327902,1,"Japan,US","Education,Agriculture,Retail",1,0,0,2021/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Changing climate conditions,0.35974161859761455,1,"Japan,US","Education,Agriculture,Retail",1,0,0,2022/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Changing climate conditions,0.060764595987879366,0,"Japan,US","Education,Agriculture,Retail",1,0,0,2023/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Extreme weather events,0.4934775706075504,1,"Japan,US","Education,Agriculture,Retail",1,0,0,2019/01/01,Synthetic data for Top Company 3
Top Company 3,APRA_CPG_229,Extreme weather events,0.23217001590869518,0,"Japan,US","Education,Agriculture,Retail",1,0,0,2020/01/01,Synthetic data for Top Company 3
